request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_184,7440.93,not_affordable,not_recommended,none,,none,"Paying INR 251,900 is not safe on 2024-06-04. At most INR 7,440.93 can be paid while keeping INR 110,800 available."
request_185,583.12,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Wait until 2026-01-15 before paying EUR 1,257.30. That is the earliest date the full payment keeps at least EUR 1,300 available."
request_186,0,not_affordable,not_recommended,none,,none,"Paying ZAR 26,554 is not safe on 2026-01-03. At most ZAR 0 can be paid while keeping ZAR 22,000 available."
request_187,45576.87,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Wait until 2024-11-15 before paying INR 187,500. That is the earliest date the full payment keeps at least INR 128,300 available."
request_188,318.3,not_affordable,not_recommended,none,,none,"Paying EUR 2,464 is not safe on 2025-02-07. At most EUR 318.30 can be paid while keeping EUR 900 available."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 on 2026-07-04. This keeps at least EUR 400 available.
request_190,1075.8,affordable_later,wait,2024-12-13:2557.50,2024-12-13,none,"Wait until 2024-12-13 before paying EUR 2,557.50. That is the earliest date the full payment keeps at least EUR 1,600 available."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 on 2025-05-03. This keeps at least EUR 500 available.
request_192,0,not_affordable,not_recommended,none,,none,"Paying USD 2,046 is not safe on 2026-04-05. At most USD 0 can be paid while keeping USD 1,000 available."
request_193,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,212.20 is not safe on 2024-03-07. At most EUR 0 can be paid while keeping EUR 1,000 available."
request_194,55931.32,affordable_later,wait,2025-10-15:132800,2025-10-15,none,"Wait until 2025-10-15 before paying INR 132,800. That is the earliest date the full payment keeps at least INR 113,600 available."
request_195,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,170.40 is not safe on 2026-01-06. At most EUR 0 can be paid while keeping EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 on 2024-06-03. This keeps at least EUR 500 available.
request_197,0,not_affordable,not_recommended,none,,none,"Paying IDR 50,939,000 is not safe on 2025-11-05. At most IDR 0 can be paid while keeping IDR 26,245,900 available."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 on 2026-07-07. This keeps at least INR 124,300 available."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 2024-09-07. This keeps at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 on 2025-02-06. This keeps at least IDR 20,114,600 available."
request_201,20772843.24,not_affordable,not_recommended,none,,none,"Paying IDR 23,997,000 is not safe on 2026-04-03. At most IDR 20,772,843.24 can be paid while keeping IDR 17,304,500 available."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 on 2024-12-05. This keeps at least INR 147,800 available."
request_203,1418.08,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,,reduce_to:event_18728:38,"Reduce the weekend food delivery to EUR 38, then use 3 installments of EUR 499.93, starting 2025-05-10. This keeps at least EUR 1,400 available."
request_204,0,not_affordable,not_recommended,none,,none,"Paying EUR 588.74 is not safe on 2026-01-04. At most EUR 0 can be paid while keeping EUR 1,300 available."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 on 2024-03-06. This keeps at least IDR 13,994,300 available."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This keeps at least EUR 900 available."
request_207,6737.41,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 2026-07-15 before paying ZAR 11,830. That is the earliest date the full payment keeps at least ZAR 13,600 available."
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,"Pay IDR 4,413,000 on 2024-06-07. This keeps at least IDR 10,470,700 available."
request_209,299.1,not_affordable,not_recommended,none,2026-01-15,none,"Paying ZAR 56,914 is not safe on 2025-11-04. At most ZAR 299.10 can be paid while keeping ZAR 18,400 available."
request_210,1115.14,affordable_with_plan,partial_payment,2026-04-06:1115.14|2026-04-15:244.88,2026-04-15,none,"Pay USD 1,115.14 on 2026-04-06 and the remaining USD 244.88 on 2026-04-15. This completes the full request and keeps USD 2,000 protected."
request_211,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,788.60 is not safe on 2024-09-03. At most EUR 0 can be paid while keeping EUR 1,500 available."
request_212,10035793.79,not_affordable,not_recommended,none,,none,"Paying IDR 71,934,000 is not safe on 2025-02-05. At most IDR 10,035,793.79 can be paid while keeping IDR 29,579,800 available."
request_213,2538.49,not_affordable,not_recommended,none,,none,"Paying USD 3,362.40 is not safe on 2026-01-07. At most USD 2,538.49 can be paid while keeping USD 2,100 available."
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use 2 installments of INR 36,270, starting 2024-12-04. This keeps at least INR 174,900 available."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 2025-05-09. This keeps at least ZAR 15,700 available."
request_216,547.86,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Wait until 2026-09-15 before paying USD 3,332.40. That is the earliest date the full payment keeps at least USD 1,800 available."
request_217,27055.67,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-04-15,none,"Use 3 installments of ZAR 12,889.07, starting 2024-03-19. This keeps at least ZAR 26,800 available."
request_218,30115035.22,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 2025-08-07. This keeps at least IDR 34,477,200 available."
request_219,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,673.10 is not safe on 2026-04-04. At most EUR 0 can be paid while keeping EUR 1,100 available."
request_220,0,not_affordable,not_recommended,none,,none,"Paying EUR 3,118.50 is not safe on 2024-06-06. At most EUR 0 can be paid while keeping EUR 1,100 available."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 on 2025-11-03. This keeps at least INR 81,500 available."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 on 2026-01-05. This keeps at least ZAR 27,300 available."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 on 2024-09-07. This keeps at least EUR 800 available.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5,370,040, starting 2025-02-04. This keeps at least IDR 22,187,600 available."
request_225,14739409.6,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-14,none,"Use 3 installments of IDR 7,647,120, starting 2026-07-20. This keeps at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 on 2024-12-03. This keeps at least INR 209,400 available."
request_227,23111.34,not_affordable,not_recommended,none,,none,"Paying INR 259,700 is not safe on 2025-05-05. At most INR 23,111.34 can be paid while keeping INR 62,900 available."
request_228,0,not_affordable,not_recommended,none,,none,"Paying IDR 63,327,000 is not safe on 2026-04-07. At most IDR 0 can be paid while keeping IDR 26,191,200 available."
request_229,630.19,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This keeps at least EUR 1,000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 on 2025-08-06. This keeps at least EUR 2,000 available."
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12,378.08, starting 2026-01-06. This keeps at least ZAR 24,300 available."
request_232,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,970.10 is not safe on 2024-06-05. At most EUR 0 can be paid while keeping EUR 2,400 available."
request_233,0,not_affordable,not_recommended,none,,none,"Paying IDR 6,241,000 is not safe on 2025-11-07. At most IDR 0 can be paid while keeping IDR 10,365,700 available."
request_234,157.35,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Wait until 2026-09-15 before paying EUR 1,213.30. That is the earliest date the full payment keeps at least EUR 700 available."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 on 2024-09-06. This keeps at least USD 700 available.
request_236,6264879.78,not_affordable,not_recommended,none,,none,"Paying IDR 52,383,000 is not safe on 2025-02-03. At most IDR 6,264,879.78 can be paid while keeping IDR 16,768,600 available."
request_237,23309037.5,not_affordable,not_recommended,none,,none,"Paying IDR 23,826,000 is not safe on 2026-04-05. At most IDR 23,309,037.50 can be paid while keeping IDR 22,431,500 available."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This keeps at least USD 700 available."
request_239,0,not_affordable,not_recommended,none,,none,Paying USD 642 is not safe on 2025-05-04. At most USD 0 can be paid while keeping USD 600 available.
request_240,0,not_affordable,not_recommended,none,,none,"Paying INR 101,200 is not safe on 2026-01-06. At most INR 0 can be paid while keeping INR 52,800 available."
request_241,18915613.29,not_affordable,not_recommended,none,,none,"Paying IDR 21,052,000 is not safe on 2024-03-03. At most IDR 18,915,613.29 can be paid while keeping IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,966.80 is not safe on 2025-08-05. At most EUR 0 can be paid while keeping EUR 600 available."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 on 2026-07-07. This keeps at least ZAR 19,900 available."
request_244,0,not_affordable,not_recommended,none,,none,"Paying ZAR 49,918 is not safe on 2024-06-04. At most ZAR 0 can be paid while keeping ZAR 45,900 available."
request_245,53923.05,affordable_later,wait,2025-12-15:128500,2025-12-15,none,"Wait until 2025-12-15 before paying INR 128,500. That is the earliest date the full payment keeps at least INR 94,600 available."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 2026-04-03. This keeps at least ZAR 39,300 available."
request_247,0,not_affordable,not_recommended,none,,none,"Paying EUR 1,059.30 is not safe on 2024-09-05. At most EUR 0 can be paid while keeping EUR 1,300 available."
request_248,479.58,not_affordable,not_recommended,none,,none,"Paying USD 1,965.60 is not safe on 2025-02-07. At most USD 479.58 can be paid while keeping USD 1,300 available."
request_249,0,not_affordable,not_recommended,none,,none,Paying USD 643.20 is not safe on 2026-01-04. At most USD 0 can be paid while keeping USD 600 available.
request_250,17762.28,not_affordable,not_recommended,none,,none,"Paying ZAR 124,278 is not safe on 2024-12-06. At most ZAR 17,762.28 can be paid while keeping ZAR 35,300 available."
request_251,91.3,not_affordable,not_recommended,none,,none,"Paying EUR 1,513.60 is not safe on 2025-05-03. At most EUR 91.30 can be paid while keeping EUR 1,300 available."
request_252,4796802.06,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Wait until 2026-09-15 before paying IDR 28,082,000. That is the earliest date the full payment keeps at least IDR 15,152,200 available."
request_253,1636.96,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 2024-03-21. This keeps at least EUR 2,300 available."
request_254,958.43,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Wait until 2025-10-15 before paying USD 3,535.20. That is the earliest date the full payment keeps at least USD 2,500 available."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 on 2026-04-06. This keeps at least IDR 9,813,900 available."
request_256,0,not_affordable,not_recommended,none,,none,"Paying INR 218,700 is not safe on 2024-06-03. At most INR 0 can be paid while keeping INR 168,600 available."
request_257,813.13,affordable_later,wait,2025-11-14:1352.40,2025-11-14,none,"Wait until 2025-11-14 before paying USD 1,352.40. That is the earliest date the full payment keeps at least USD 1,600 available."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 on 2026-01-07. This keeps at least USD 500 available."
request_259,489.86,affordable_later,wait,2024-11-15:935,2024-11-15,none,Wait until 2024-11-15 before paying EUR 935. That is the earliest date the full payment keeps at least EUR 600 available.
request_260,11961108.47,affordable_with_plan,partial_payment,2025-02-06:11961108.47|2025-04-15:40117891.53,2025-04-15,none,"Pay IDR 11,961,108.47 on 2025-02-06 and the remaining IDR 40,117,891.53 on 2025-04-15. This completes the full request and keeps IDR 20,727,700 protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 on 2026-07-03. This keeps at least EUR 1,500 available."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 on 2024-12-05. This keeps at least IDR 31,018,500 available."
request_263,12078,not_affordable,not_recommended,none,,none,"Paying ZAR 51,546 is not safe on 2025-05-07. At most ZAR 12,078 can be paid while keeping ZAR 24,100 available."
request_264,14292.48,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Wait until 2026-06-15 before paying INR 111,300. That is the earliest date the full payment keeps at least INR 59,500 available."
request_265,6347.26,not_affordable,not_recommended,none,,none,"Paying INR 45,970 is not safe on 2024-03-06. At most INR 6,347.26 can be paid while keeping INR 189,700 available."
request_266,839.38,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This keeps at least EUR 900 available."
request_267,1925,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This keeps at least EUR 1,500 available."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This keeps at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Paying ZAR 15,490 is not safe on 2025-11-04. At most ZAR 0 can be paid while keeping ZAR 23,100 available."
request_270,255.68,not_affordable,not_recommended,none,,none,"Paying USD 3,028.80 is not safe on 2026-07-06. At most USD 255.68 can be paid while keeping USD 1,400 available."
request_271,40110,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Wait until 2024-11-15 before paying INR 91,300. That is the earliest date the full payment keeps at least INR 58,200 available."
request_272,5700929.24,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-14,none,"Use 3 installments of IDR 4,709,466.67, starting 2025-02-12. This keeps at least IDR 7,508,600 available."
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,"Pay IDR 10,756,514.78 on 2026-04-07 and the remaining IDR 5,104,485.22 on 2026-04-15. This completes the full request and keeps IDR 18,774,600 protected."
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This keeps at least EUR 1,800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 on 2025-05-06. This keeps at least IDR 12,760,100 available."
